Chrom	Start	End	uniprotId	Gene	exp.count	peak.count
chr19	12775706	12775731	P49711	CTCF	533	1911
chr16	48623383	48623408	P49711	CTCF	530	1911
chr19	2156146	2156169	P49711	CTCF	538	1911
chrX	52934886	52934913	P49711	CTCF	527	1911
chr1	179002863	179002890	P49711	CTCF	538	1911
chr11	64153240	64153265	P49711	CTCF	533	1911
chr20	31503297	31503322	P49711	CTCF	536	1911
chr15	90158008	90158033	P49711	CTCF	535	1910
chr20	816187	816210	P49711	CTCF	537	1910
chr3	42099968	42099991	P49711	CTCF	538	1910
chr17	73255847	73255872	P49711	CTCF	536	1910
chr5	21459375	21459400	P49711	CTCF	525	1910
chr12	3073573	3073596	P49711	CTCF	535	1910
chr1	18597578	18597601	P49711	CTCF	532	1910
chr20	36887375	36887398	P49711	CTCF	536	1909
chr18	839518	839541	P49711	CTCF	535	1909
chr19	665035	665058	P49711	CTCF	534	1909
chr19	49937819	49937842	P49711	CTCF	537	1909
chr7	98841933	98841958	P49711	CTCF	539	1909
chr3	138594818	138594855	P49711	CTCF	533	1909
chr2	25951181	25951204	P49711	CTCF	534	1909
chr19	47349141	47349164	P49711	CTCF	539	1908
chr14	76876179	76876202	P49711	CTCF	533	1908
chr20	50169528	50169551	P49711	CTCF	540	1908
chr1	16187924	16187947	P49711	CTCF	537	1908
chr1	46348274	46348297	P49711	CTCF	537	1908
chr1	17420009	17420034	P49711	CTCF	533	1908
chr9	122350751	122350774	P49711	CTCF	535	1908
chr21	45439556	45439579	P49711	CTCF	534	1908
chr8	10928600	10928625	P49711	CTCF	530	1908
chr19	44689335	44689358	P49711	CTCF	535	1908
chr22	20285917	20285940	P49711	CTCF	534	1908
chr19	47247565	47247588	P49711	CTCF	536	1908
chr10	13372056	13372079	P49711	CTCF	536	1908
chr15	89207003	89207028	P49711	CTCF	534	1908
chr6	149926364	149926387	P49711	CTCF	529	1907
chr13	26184880	26184903	P49711	CTCF	535	1907
chr6	57961513	57961536	P49711	CTCF	526	1907
chr22	18954567	18954590	P49711	CTCF	526	1907
chr19	3987952	3987975	P49711	CTCF	533	1907
chr17	17860378	17860411	P49711	CTCF	536	1907
chr16	8880421	8880446	P49711	CTCF	536	1907
chr7	73725910	73725933	P49711	CTCF	535	1907
chr19	14217530	14217554	P49711	CTCF	530	1907
chr6	2932353	2932376	P49711	CTCF	535	1907
chr12	5003199	5003222	P49711	CTCF	527	1907
chr12	8108986	8109009	P49711	CTCF	536	1907
chr11	71800531	71800554	P49711	CTCF	530	1907
chr9	98263937	98263960	P49711	CTCF	535	1907
chr17	50297557	50297580	P49711	CTCF	538	1907
chr19	5578394	5578419	P49711	CTCF	536	1907
chr9	131058001	131058024	P49711	CTCF	537	1906
chr2	135004416	135004439	P49711	CTCF	534	1906
chr11	67629394	67629423	P49711	CTCF	528	1906
chr15	50877097	50877120	P49711	CTCF	536	1906
chr2	218301443	218301466	P49711	CTCF	537	1906
chr14	104768667	104768692	P49711	CTCF	535	1906
chr11	75384660	75384683	P49711	CTCF	537	1906
chr19	1546356	1546379	P49711	CTCF	532	1906
chr14	94486432	94486457	P49711	CTCF	537	1906
chr19	18113152	18113175	P49711	CTCF	537	1906
chr19	17938418	17938441	P49711	CTCF	533	1906
chr21	25881960	25881983	P49711	CTCF	534	1906
chr15	84928369	84928392	P49711	CTCF	538	1905
chr17	55526557	55526582	P49711	CTCF	538	1905
chr19	13589411	13589434	P49711	CTCF	534	1905
chr16	24517174	24517199	P49711	CTCF	535	1905
chr2	96022879	96022902	P49711	CTCF	534	1905
chr1	40669060	40669085	P49711	CTCF	537	1905
chr1	158125157	158125180	P49711	CTCF	538	1905
chr19	46662185	46662208	P49711	CTCF	533	1905
chr5	138450126	138450149	P49711	CTCF	537	1904
chr12	10153397	10153436	P49711	CTCF	531	1904
chr18	80257991	80258014	P49711	CTCF	531	1904
chr2	26961878	26961901	P49711	CTCF	537	1904
chr1	67149337	67149362	P49711	CTCF	529	1904
chr20	32653091	32653114	P49711	CTCF	534	1904
chr6	33585805	33585830	P49711	CTCF	536	1904
chr5	140157298	140157321	P49711	CTCF	534	1904
chr19	9934259	9934284	P49711	CTCF	532	1904
chr15	73964910	73964933	P49711	CTCF	535	1904
chr17	2244935	2244958	P49711	CTCF	537	1904
chr6	134823105	134823128	P49711	CTCF	537	1903
chr19	50357232	50357260	P49711	CTCF	532	1903
chr14	90235523	90235546	P49711	CTCF	534	1903
chr22	20697699	20697724	P49711	CTCF	528	1903
chr1	37455012	37455035	P49711	CTCF	537	1903
chr10	100046211	100046234	P49711	CTCF	540	1903
chr18	3246200	3246223	P49711	CTCF	539	1903
chr19	41204448	41204471	P49711	CTCF	537	1903
chr17	38349293	38349316	P49711	CTCF	534	1903
chr22	19910109	19910138	P49711	CTCF	533	1903
chr19	39793151	39793176	P49711	CTCF	535	1902
chr1	67535569	67535592	P49711	CTCF	536	1902
chr17	996680	996705	P49711	CTCF	530	1902
chr11	64304479	64304504	P49711	CTCF	533	1902
chr3	53196097	53196122	P49711	CTCF	534	1902
chr1	10428229	10428252	P49711	CTCF	533	1902
chr19	3706242	3706265	P49711	CTCF	534	1902
chr11	67382721	67382746	P49711	CTCF	538	1902
chr1	41268335	41268358	P49711	CTCF	536	1902
chr6	42044390	42044413	P49711	CTCF	539	1902
chr7	128425954	128425978	P49711	CTCF	537	1901
chr11	118956736	118956759	P49711	CTCF	537	1901
chr2	85300506	85300529	P49711	CTCF	537	1901
chr1	15792190	15792213	P49711	CTCF	534	1901
chr6	37381672	37381703	P49711	CTCF	523	1901
chr18	712781	712812	P49711	CTCF	515	1901
chr1	45570237	45570260	P49711	CTCF	538	1901
chr1	32520588	32520611	P49711	CTCF	539	1901
chr12	576264	576287	P49711	CTCF	529	1901
chr20	31562990	31563015	P49711	CTCF	535	1901
chr21	32601179	32601204	P49711	CTCF	537	1901
chr6	30679130	30679153	P49711	CTCF	534	1901
chr10	123994775	123994798	P49711	CTCF	535	1901
chr19	2611359	2611382	P49711	CTCF	536	1900
chr19	39342020	39342071	P49711	CTCF	518	1900
chr16	22196061	22196092	P49711	CTCF	527	1900
chr16	2927222	2927245	P49711	CTCF	538	1900
chr12	54201493	54201522	P49711	CTCF	543	1900
chr12	56464487	56464510	P49711	CTCF	535	1900
chr19	45681673	45681696	P49711	CTCF	528	1900
chr11	70755695	70755718	P49711	CTCF	529	1900
chr3	48548912	48548935	P49711	CTCF	538	1899
chr13	49936348	49936375	P49711	CTCF	529	1899
chr11	47374074	47374099	P49711	CTCF	534	1899
chr16	89240934	89240959	P49711	CTCF	538	1899
chr7	102390907	102390932	P49711	CTCF	537	1899
chr3	50519663	50519686	P49711	CTCF	534	1899
chr9	33624133	33624158	P49711	CTCF	534	1899
chr2	70554295	70554320	P49711	CTCF	507	1899
chr15	79993570	79993593	P49711	CTCF	536	1899
chr17	1187366	1187389	P49711	CTCF	533	1899
chr5	10284167	10284190	P49711	CTCF	537	1899
chr4	52545625	52545648	P49711	CTCF	530	1899
chr3	49839388	49839411	P49711	CTCF	536	1898
chr12	31403288	31403311	P49711	CTCF	537	1898
chr17	17001950	17001973	P49711	CTCF	533	1898
chr19	39532941	39532964	P49711	CTCF	540	1898
chr17	50087625	50087648	P49711	CTCF	537	1898
chr2	231713990	231714013	P49711	CTCF	534	1898
chr12	1940183	1940206	P49711	CTCF	534	1898
chrX	131841546	131841575	P49711	CTCF	529	1898
chr11	71813910	71813934	P49711	CTCF	530	1898
chr16	4288567	4288590	P49711	CTCF	533	1898
chr1	6205361	6205386	P49711	CTCF	527	1898
chr9	98315696	98315725	P49711	CTCF	532	1898
chr19	47305449	47305472	P49711	CTCF	535	1898
chr17	77086667	77086692	P49711	CTCF	533	1898
chr7	101138409	101138438	P49711	CTCF	525	1897
chr16	57417216	57417239	P49711	CTCF	535	1897
chr6	31397095	31397118	P49711	CTCF	533	1897
chr17	41963142	41963167	P49711	CTCF	534	1897
chr19	10269603	10269626	P49711	CTCF	534	1897
chr19	47863590	47863613	P49711	CTCF	537	1897
chr17	62109629	62109654	P49711	CTCF	498	1897
chr6	31069041	31069064	P49711	CTCF	528	1897
chr22	39311061	39311086	P49711	CTCF	533	1897
chr15	78241109	78241136	P49711	CTCF	536	1897
chr19	18410781	18410804	P49711	CTCF	537	1896
chr10	102169582	102169605	P49711	CTCF	534	1896
chr12	69157221	69157244	P49711	CTCF	533	1896
chr14	94689662	94689687	P49711	CTCF	526	1896
chr12	104382004	104382027	P49711	CTCF	536	1896
chr2	201232410	201232433	P49711	CTCF	537	1896
chr12	132415074	132415097	P49711	CTCF	532	1896
chr22	45269140	45269171	P49711	CTCF	524	1896
chr7	131654864	131654893	P49711	CTCF	535	1896
chr13	20943718	20943741	P49711	CTCF	535	1896
chr15	73973101	73973124	P49711	CTCF	535	1896
chr7	45260198	45260221	P49711	CTCF	535	1896
chr11	47553282	47553309	P49711	CTCF	526	1895
chr21	36990212	36990249	P49711	CTCF	509	1895
chr8	140637550	140637573	P49711	CTCF	538	1895
chr3	113051374	113051397	P49711	CTCF	533	1895
chr22	36124158	36124181	P49711	CTCF	532	1895
chr12	26885127	26885152	P49711	CTCF	536	1895
chr6	37791616	37791641	P49711	CTCF	537	1895
chr9	137064254	137064277	P49711	CTCF	532	1895
chr1	212012126	212012149	P49711	CTCF	540	1895
chr10	30392669	30392692	P49711	CTCF	533	1895
chr17	2848951	2848974	P49711	CTCF	538	1895
chr17	2828595	2828620	P49711	CTCF	534	1894
chr16	30814440	30814465	P49711	CTCF	525	1894
chr9	92134082	92134107	P49711	CTCF	536	1894
chr3	5122168	5122193	P49711	CTCF	537	1894
chr17	2416220	2416243	P49711	CTCF	537	1894
chr1	10507598	10507631	P49711	CTCF	529	1894
chr19	7652181	7652206	P49711	CTCF	537	1894
chr22	24850469	24850494	P49711	CTCF	536	1894
chr19	17574272	17574299	P49711	CTCF	536	1894
chr7	98021688	98021711	P49711	CTCF	538	1894
chr5	172959336	172959359	P49711	CTCF	535	1894
chr22	50149310	50149339	P49711	CTCF	528	1894
chr19	12983740	12983767	P49711	CTCF	531	1894
chr15	78709571	78709596	P49711	CTCF	532	1893
chr6	31795989	31796016	P49711	CTCF	523	1893
chr6	3126521	3126546	P49711	CTCF	539	1893
chr15	77959544	77959569	P49711	CTCF	538	1893
chr12	59150208	59150231	P49711	CTCF	525	1893
chr16	46673567	46673590	P49711	CTCF	533	1893
chr7	2451564	2451589	P49711	CTCF	527	1893
chr1	155989552	155989575	P49711	CTCF	541	1893
chr7	101283158	101283181	P49711	CTCF	536	1893
chr3	129490361	129490386	P49711	CTCF	532	1893
chr20	17996252	17996275	P49711	CTCF	534	1893
chr20	4085423	4085446	P49711	CTCF	533	1892
chr7	6323158	6323181	P49711	CTCF	535	1892
chr9	131046903	131046926	P49711	CTCF	530	1892
chr17	45132016	45132051	P49711	CTCF	525	1892
chr21	36112955	36112984	P49711	CTCF	533	1892
chr17	16589508	16589531	P49711	CTCF	535	1892
chr1	44595310	44595335	P49711	CTCF	533	1892
chr19	10250271	10250294	P49711	CTCF	536	1892
chr1	226197154	226197177	P49711	CTCF	536	1892
chr15	65318994	65319017	P49711	CTCF	535	1892
chr19	17466425	17466448	P49711	CTCF	532	1892
chr20	45771333	45771356	P49711	CTCF	538	1892
chr22	30485558	30485581	P49711	CTCF	535	1892
chr19	16111423	16111456	P49711	CTCF	525	1892
chr19	19146189	19146212	P49711	CTCF	538	1891
chr7	1065927	1065950	P49711	CTCF	526	1891
chr12	31636829	31636852	P49711	CTCF	537	1891
chr5	154072474	154072497	P49711	CTCF	535	1891
chr19	4791260	4791283	P49711	CTCF	538	1891
chr12	53451856	53451881	P49711	CTCF	536	1891
chr11	135075885	135075914	P49711	CTCF	493	1891
chr17	30698051	30698076	P49711	CTCF	532	1891
chr9	35117000	35117023	P49711	CTCF	534	1891
chr11	66678668	66678693	P49711	CTCF	536	1891
chr20	62382893	62382916	P49711	CTCF	536	1891
chr20	56550783	56550806	P49711	CTCF	538	1891
chr19	49097978	49098001	P49711	CTCF	540	1891
chr11	67351355	67351378	P49711	CTCF	535	1891
chr19	10389054	10389079	P49711	CTCF	537	1891
chr3	51502205	51502228	P49711	CTCF	536	1891
chr20	354633	354656	P49711	CTCF	536	1891
chr19	16182897	16182922	P49711	CTCF	534	1890
chr6	42547752	42547775	P49711	CTCF	533	1890
chr10	29496559	29496582	P49711	CTCF	535	1890
chr11	61638590	61638619	P49711	CTCF	534	1890
chr12	56987705	56987728	P49711	CTCF	539	1890
chr11	67357021	67357044	P49711	CTCF	538	1890
chr5	177456522	177456547	P49711	CTCF	536	1890
chr3	184418013	184418036	P49711	CTCF	536	1890
chr19	12059644	12059671	P49711	CTCF	518	1890
chr7	5085609	5085634	P49711	CTCF	536	1890
chr9	128818374	128818401	P49711	CTCF	528	1890
chr9	42743652	42743679	P49711	CTCF	520	1890
chr22	42780245	42780270	P49711	CTCF	530	1890
chr19	14075246	14075269	P49711	CTCF	530	1890
chr2	85679357	85679380	P49711	CTCF	537	1890
chr19	2273884	2273907	P49711	CTCF	527	1889
chr6	85355201	85355224	P49711	CTCF	537	1889
chr13	51070227	51070250	P49711	CTCF	533	1889
chr1	156225599	156225621	P49711	CTCF	539	1889
chr12	6753757	6753782	P49711	CTCF	535	1889
chr22	37457502	37457525	P49711	CTCF	533	1889
chr1	15304911	15304940	P49711	CTCF	536	1889
chr13	99176733	99176758	P49711	CTCF	533	1889
chr3	196196794	196196817	P49711	CTCF	531	1889
chr20	35447377	35447400	P49711	CTCF	537	1889
chr15	66497886	66497923	P49711	CTCF	536	1889
chr17	77056433	77056458	P49711	CTCF	530	1889
chr15	73700430	73700453	P49711	CTCF	534	1889
chr19	48260294	48260317	P49711	CTCF	534	1889
chr6	149546318	149546347	P49711	CTCF	527	1888
chr11	61187720	61187743	P49711	CTCF	535	1888
chr19	11587813	11587838	P49711	CTCF	531	1888
chr19	3700607	3700638	P49711	CTCF	532	1888
chr12	121500061	121500085	P49711	CTCF	533	1888
chr9	126781958	126781983	P49711	CTCF	535	1888
chr10	75100112	75100137	P49711	CTCF	537	1888
chr5	180315869	180315892	P49711	CTCF	538	1888
chr19	47013132	47013155	P49711	CTCF	537	1888
chr6	44172873	44172896	P49711	CTCF	534	1888
chr3	195915193	195915216	P49711	CTCF	538	1888
chr6	35342379	35342402	P49711	CTCF	540	1888
chr19	44784543	44784570	P49711	CTCF	532	1888
chr19	46488018	46488041	P49711	CTCF	532	1887
chr12	77011119	77011142	P49711	CTCF	532	1887
chr5	40904888	40904911	P49711	CTCF	529	1887
chr5	141619251	141619276	P49711	CTCF	536	1887
chr10	30687842	30687865	P49711	CTCF	535	1887
chr18	76399075	76399098	P49711	CTCF	537	1887
chr22	17058371	17058394	P49711	CTCF	534	1887
chr22	41403961	41403984	P49711	CTCF	536	1887
chr20	37564610	37564635	P49711	CTCF	525	1887
chr7	873496	873519	P49711	CTCF	534	1887
chr9	129783935	129783958	P49711	CTCF	536	1887
chr17	10618291	10618314	P49711	CTCF	528	1887
chr17	31437443	31437466	P49711	CTCF	536	1887
chr3	158644420	158644443	P49711	CTCF	538	1886
chr3	197906150	197906173	P49711	CTCF	536	1886
chr19	3076128	3076151	P49711	CTCF	534	1886
chr1	6343608	6343631	P49711	CTCF	536	1886
chr17	13024628	13024651	P49711	CTCF	535	1886
chr19	14348627	14348650	P49711	CTCF	534	1886
chr1	226828241	226828264	P49711	CTCF	535	1886
chr14	23954190	23954215	P49711	CTCF	533	1886
chr17	43846422	43846445	P49711	CTCF	535	1886
chr3	195863238	195863263	P49711	CTCF	532	1886
chr7	151368286	151368311	P49711	CTCF	536	1886
chr19	44903768	44903795	P49711	CTCF	542	1886
chr1	203861434	203861457	P49711	CTCF	541	1886
chr19	42529436	42529459	P49711	CTCF	535	1886
chr11	65711909	65711932	P49711	CTCF	539	1886
chr12	53159544	53159567	P49711	CTCF	538	1886
chr12	102484661	102484686	P49711	CTCF	535	1886
chr6	30722793	30722816	P49711	CTCF	534	1886
chr17	36483156	36483181	P49711	CTCF	520	1885
chr16	87779239	87779262	P49711	CTCF	537	1885
chr16	75199492	75199515	P49711	CTCF	536	1885
chr15	44853515	44853538	P49711	CTCF	532	1885
chr19	56172062	56172085	P49711	CTCF	534	1885
chr17	48805023	48805048	P49711	CTCF	536	1885
chr2	71001276	71001299	P49711	CTCF	538	1885
chr19	35067276	35067299	P49711	CTCF	535	1885
chr17	80196249	80196274	P49711	CTCF	535	1885
chr10	91298419	91298442	P49711	CTCF	535	1885
chr16	29700659	29700682	P49711	CTCF	533	1885
chr16	21555001	21555024	P49711	CTCF	540	1885
chr16	74709589	74709612	P49711	CTCF	537	1885
chr13	99916677	99916700	P49711	CTCF	531	1885
chr12	118378063	118378086	P49711	CTCF	535	1885
chr1	12124950	12124973	P49711	CTCF	537	1885
chr1	119613942	119613965	P49711	CTCF	536	1885
chr2	84927177	84927202	P49711	CTCF	534	1885
chr20	36556688	36556711	P49711	CTCF	538	1885
chr12	1118160	1118183	P49711	CTCF	535	1885
chr11	117844148	117844171	P49711	CTCF	538	1884
chr17	82781949	82781972	P49711	CTCF	535	1884
chr1	155207013	155207036	P49711	CTCF	535	1884
chr17	65137268	65137293	P49711	CTCF	528	1884
chr11	7665912	7665935	P49711	CTCF	534	1884
chr3	75422240	75422265	P49711	CTCF	521	1884
chr2	3303777	3303800	P49711	CTCF	537	1884
chr1	65687858	65687881	P49711	CTCF	536	1884
chr16	10737247	10737270	P49711	CTCF	538	1884
chr3	9503381	9503404	P49711	CTCF	530	1884
chr18	14178861	14178893	P49711	CTCF	476	1884
chr17	8998189	8998212	P49711	CTCF	530	1884
chr12	52884968	52884991	P49711	CTCF	537	1884
chr22	37681744	37681767	P49711	CTCF	536	1884
chr1	244299626	244299649	P49711	CTCF	534	1883
chr11	45843290	45843313	P49711	CTCF	535	1883
chr19	55504188	55504213	P49711	CTCF	536	1883
chr8	12659516	12659543	P49711	CTCF	515	1883
chr2	207746227	207746250	P49711	CTCF	535	1883
chr8	28324479	28324502	P49711	CTCF	535	1883
chr12	54399460	54399483	P49711	CTCF	538	1883
chrX	52921263	52921288	P49711	CTCF	524	1882
chr17	76182347	76182374	P49711	CTCF	535	1882
chr6	41921423	41921456	P49711	CTCF	537	1882
chr1	119871078	119871101	P49711	CTCF	534	1882
chr11	46369613	46369638	P49711	CTCF	535	1882
chr3	47824936	47824975	P49711	CTCF	515	1882
chr1	20522492	20522515	P49711	CTCF	535	1882
chr19	48584449	48584472	P49711	CTCF	535	1882
chr5	160199495	160199526	P49711	CTCF	524	1882
chr8	23410536	23410559	P49711	CTCF	531	1882
chr19	44724038	44724061	P49711	CTCF	538	1882
chr19	38634787	38634818	P49711	CTCF	537	1882
chr1	27044696	27044719	P49711	CTCF	538	1882
chr1	9867652	9867675	P49711	CTCF	540	1882
chr19	8354109	8354134	P49711	CTCF	533	1882
chr15	64728379	64728402	P49711	CTCF	536	1881
chr17	76506538	76506561	P49711	CTCF	538	1881
chr16	19907616	19907639	P49711	CTCF	536	1881
chr9	131350203	131350228	P49711	CTCF	531	1881
chr19	4811843	4811870	P49711	CTCF	530	1881
chr19	3429682	3429705	P49711	CTCF	538	1881
chr6	46849105	46849128	P49711	CTCF	526	1881
chr5	178730826	178730849	P49711	CTCF	535	1881
chr7	129218719	129218742	P49711	CTCF	535	1881
chr7	90154383	90154408	P49711	CTCF	525	1881
chr9	129726772	129726799	P49711	CTCF	534	1881
chr16	12068049	12068072	P49711	CTCF	534	1881
chr14	32576264	32576287	P49711	CTCF	532	1881
chr15	45037245	45037268	P49711	CTCF	531	1880
chr19	30683126	30683149	P49711	CTCF	532	1880
chr1	47175517	47175540	P49711	CTCF	536	1880
chr12	124898638	124898665	P49711	CTCF	522	1880
chr9	136843925	136843958	P49711	CTCF	510	1880
chr1	112809379	112809402	P49711	CTCF	532	1880
chr19	2069874	2069897	P49711	CTCF	533	1880
chr19	8269062	8269097	P49711	CTCF	530	1880
chr7	155345060	155345085	P49711	CTCF	527	1880
chr22	24247734	24247757	P49711	CTCF	529	1880
